ID_Venda;Data;Cliente;Produto;Categoria;Valor_Unitario;Quantidade;Total_Venda;Desconto_Pct;Status;Cidade;Vendedor
7692;2024-04-02;Cliente_3111;Monitor LG;Eletrônicos;6855,03;14;1771,05;3,5;;Rio de Janeiro;Carlos
7693;2024-04-28;Cliente_5634;Monitor LG;Eletrônicos;3140,74;3;7890,39;4,4;;Porto Alegre;Maria
7694;inválida;Cliente_3351;Notebook Dell;Periféricos;7019,67;6;13705,14;17,5;Cancelada;Curitiba;Carlos
7695;07-09-2024;Cliente_7796;Teclado Mecânico;Eletrônicos;4891,34;5;14617,59;1,6;;São Paulo;Maria
7696;19-07-2024;Cliente_6240;Teclado Mecânico;Periféricos;6419,86;dez;14995,88;16,6;Pendente;São Paulo;Maria
7697;01-07-2024;Cliente_8696;Mouse Logitech;Periféricos;;1;13487,89;4,4;Concluída;Belo Horizonte;Pedro
7698;2024-09-03;Cliente_6245;iPhone 15;Eletrônicos;4067,18;1;11627,47;28,6;Concluída;São Paulo;João
7699;19/02/2024;Cliente_4627;Teclado Mecânico;Periféricos;8722,88;4;11363,76;19,0;Concluída;São Paulo;Carlos
7700;2024-02-27;Cliente_9902;iPhone 15;Acessórios;6445,13;2;8109,29;22,2;Pendente;Rio de Janeiro;Pedro
7701;inválida;Cliente_6582;Monitor LG;Periféricos;1486,8;6;8839,7;1,1;;Curitiba;Maria
7702;15/06/2024;Cliente_2133;Notebook Dell;Periféricos;2941,06;1;12672,15;14,5;;Belo Horizonte;Maria
7703;2024-12-05;Cliente_4304;Mouse Logitech;Eletrônicos;5579,15;8;687,24;18,4;Cancelada;Belo Horizonte;Pedro
7704;29/02/2024;Cliente_8898;Teclado Mecânico;Eletrônicos;1005,86;9;14373,52;16,1;Cancelada;Curitiba;Pedro
7705;2024-08-25;Cliente_7145;Mouse Logitech;Eletrônicos;1115,84;1;11352,87;5,4;;Rio de Janeiro;Pedro
7706;04/12/2024;Cliente_5057;Notebook Dell;Acessórios;4270,69;2;1223,7;19,9;Concluída;São Paulo;Ana
7707;26-06-2024;Cliente_6467;Notebook Dell;Acessórios;3232,09;13;4614,7;28,0;Cancelada;Porto Alegre;Ana
7708;inválida;Cliente_3638;Mouse Logitech;Eletrônicos;542,79;6;11940,91;20,8;Cancelada;Porto Alegre;Pedro
7709;2024-03-06;Cliente_5658;iPhone 15;Periféricos;2808,37;7;13608,9;8,0;;São Paulo;Ana
7710;07-09-2024;Cliente_7835;iPhone 15;Eletrônicos;;2;14154,38;24,5;Cancelada;Curitiba;Maria
7711;29-07-2024;Cliente_2152;Teclado Mecânico;Periféricos;559,02;7;6047,06;29,9;;Curitiba;Pedro
7712;30/04/2024;Cliente_6116;Notebook Dell;Acessórios;6868,13;12;5115,25;17,5;;Belo Horizonte;João
7713;2024-05-28;Cliente_3143;Teclado Mecânico;Acessórios;4949,4;13;9105,82;26,1;Pendente;Curitiba;Pedro
7714;16/09/2024;Cliente_8116;Teclado Mecânico;Eletrônicos;7366,32;15;597,08;11,3;Concluída;Porto Alegre;Carlos
7715;inválida;Cliente_3745;iPhone 15;Periféricos;6365,44;dez;7023,53;14,4;Concluída;Rio de Janeiro;Ana
7716;2024-10-14;Cliente_1356;iPhone 15;Periféricos;304,31;11;4589,32;2,9;;Rio de Janeiro;Carlos
7717;13-05-2024;Cliente_5442;Mouse Logitech;Acessórios;7135,21;12;6294,34;15,9;Concluída;Rio de Janeiro;Ana
7718;2024-06-11;Cliente_1975;iPhone 15;Acessórios;1260,68;2;3813,12;19,0;Cancelada;Rio de Janeiro;Pedro
7719;2024-07-19;Cliente_9374;Monitor LG;Acessórios;1054,69;4;10957,22;0,0;Concluída;Belo Horizonte;Ana
7720;2024-08-05;Cliente_6802;iPhone 15;Acessórios;6258,76;2;13681,67;14,6;;São Paulo;Ana
7721;13/05/2024;Cliente_3305;Teclado Mecânico;Eletrônicos;8169,26;11;6507,41;13,3;Cancelada;Curitiba;Pedro
7722;inválida;Cliente_1367;Notebook Dell;Periféricos;726,29;9;3562,18;24,1;Cancelada;São Paulo;Maria
7723;2024-04-22;Cliente_7518;Notebook Dell;Acessórios;;5;3595,63;16,2;Pendente;Curitiba;Maria
7724;21/11/2024;Cliente_5031;Teclado Mecânico;Acessórios;3525,38;9;14654,03;8,1;;Rio de Janeiro;Carlos
7725;2024-06-06;Cliente_4350;Teclado Mecânico;Eletrônicos;7409,79;11;14632,25;3,9;Pendente;Curitiba;Carlos
7726;28/07/2024;Cliente_5316;iPhone 15;Acessórios;4011,9;1;13962,9;8,2;Cancelada;Curitiba;Carlos
7727;20/10/2024;Cliente_7678;Teclado Mecânico;Acessórios;833,49;4;5282,37;23,2;Concluída;Rio de Janeiro;Pedro
7728;01/10/2024;Cliente_2248;Monitor LG;Acessórios;4399,15;3;4641,15;12,1;;Rio de Janeiro;João
7729;inválida;Cliente_2129;Monitor LG;Eletrônicos;5457,56;9;13011,52;9,3;;São Paulo;Ana
7730;10-11-2024;Cliente_9637;Mouse Logitech;Eletrônicos;7110,26;3;3024,88;10,4;Concluída;Curitiba;Maria
7731;17/06/2024;Cliente_9162;Notebook Dell;Periféricos;2199,35;2;9412,46;3,9;Concluída;São Paulo;Maria
7732;05-11-2024;Cliente_9611;iPhone 15;Periféricos;7597,25;15;11593,65;7,4;Cancelada;Porto Alegre;João
7733;11-01-2024;Cliente_9126;iPhone 15;Eletrônicos;337,81;12;14354,16;11,2;;Belo Horizonte;João
7734;2024-01-11;Cliente_4094;Teclado Mecânico;Acessórios;1160,17;dez;4040,1;15,6;Pendente;Porto Alegre;João
7735;16-02-2024;Cliente_8353;Notebook Dell;Acessórios;4151,02;13;4651,56;13,6;Concluída;Porto Alegre;Carlos
7736;inválida;Cliente_3358;iPhone 15;Periféricos;;15;8395,74;18,0;Concluída;Curitiba;João
7737;10/10/2024;Cliente_9540;Monitor LG;Periféricos;5522,0;3;10370,35;14,2;Cancelada;Belo Horizonte;Pedro
7738;01/12/2024;Cliente_3941;Monitor LG;Eletrônicos;2592,35;8;5487,89;18,8;Cancelada;Belo Horizonte;Ana
7739;22/09/2024;Cliente_7265;iPhone 15;Acessórios;2363,87;8;12583,66;8,3;Pendente;Curitiba;João
7740;04-07-2024;Cliente_6723;Teclado Mecânico;Eletrônicos;7896,64;9;6323,87;16,3;Cancelada;Rio de Janeiro;Carlos
7741;11/04/2024;Cliente_4089;Notebook Dell;Periféricos;867,51;2;5163,77;29,4;;Rio de Janeiro;Carlos
7742;2024-10-01;Cliente_4580;Notebook Dell;Eletrônicos;7797,96;1;12264,86;6,9;Cancelada;São Paulo;Maria
7743;inválida;Cliente_9316;Mouse Logitech;Periféricos;5825,71;9;3256,17;24,5;;Porto Alegre;Ana
7744;2024-03-23;Cliente_1672;iPhone 15;Acessórios;6981,8;5;11432,74;8,3;Pendente;São Paulo;Maria
7745;2024-06-18;Cliente_5699;iPhone 15;Periféricos;414,37;15;778,13;8,1;Concluída;Rio de Janeiro;João
7746;20-04-2024;Cliente_2677;iPhone 15;Acessórios;634,78;7;184,34;15,7;Concluída;Rio de Janeiro;Carlos
7747;07/05/2024;Cliente_2080;iPhone 15;Eletrônicos;3569,5;9;7555,53;5,1;Pendente;Belo Horizonte;Carlos
7748;19/01/2024;Cliente_8880;Notebook Dell;Acessórios;6485,66;15;12058,3;15,3;Cancelada;Belo Horizonte;Ana
7749;26/09/2024;Cliente_2393;Notebook Dell;Eletrônicos;;5;9702,88;22,8;Concluída;Belo Horizonte;Pedro
7750;inválida;Cliente_7301;iPhone 15;Eletrônicos;8806,36;11;13272,87;29,0;;Curitiba;Ana
7751;05/09/2024;Cliente_1790;Monitor LG;Periféricos;2271,46;3;659,12;29,2;;Porto Alegre;Carlos
7752;2024-03-21;Cliente_5017;iPhone 15;Periféricos;5405,84;6;9046,17;17,3;;São Paulo;Carlos
7753;03/06/2024;Cliente_4315;Notebook Dell;Eletrônicos;1041,73;dez;2780,0;0,9;Cancelada;Rio de Janeiro;Carlos
7754;27-04-2024;Cliente_4791;Monitor LG;Eletrônicos;5034,85;15;10919,93;4,6;;Belo Horizonte;Maria
7755;18/12/2024;Cliente_2001;Teclado Mecânico;Acessórios;2339,75;7;14094,7;3,9;Pendente;São Paulo;Pedro
7756;2024-01-18;Cliente_9267;Teclado Mecânico;Eletrônicos;7770,43;9;7621,55;20,4;;São Paulo;Pedro
7757;inválida;Cliente_7122;Monitor LG;Eletrônicos;478,25;4;1256,01;0,7;;São Paulo;Ana
7758;2024-12-01;Cliente_5782;Notebook Dell;Acessórios;2146,34;15;7114,76;17,8;Pendente;Curitiba;João
7759;08-03-2024;Cliente_5609;Teclado Mecânico;Acessórios;650,07;12;917,19;20,8;Pendente;São Paulo;João
7760;18/05/2024;Cliente_2422;Notebook Dell;Acessórios;2582,08;2;2057,15;7,9;Cancelada;Rio de Janeiro;João
7761;09/02/2024;Cliente_9669;Mouse Logitech;Eletrônicos;5016,22;1;9925,94;7,2;Cancelada;Rio de Janeiro;Carlos
7762;15-09-2024;Cliente_5937;Monitor LG;Acessórios;;14;4970,05;16,3;Pendente;Curitiba;Pedro
7763;26-12-2024;Cliente_5092;iPhone 15;Eletrônicos;1697,85;9;10497,3;11,8;Cancelada;Porto Alegre;Maria
7764;inválida;Cliente_7875;iPhone 15;Eletrônicos;1253,7;5;14357,42;14,6;Pendente;Belo Horizonte;Maria
7765;08-01-2024;Cliente_8043;Notebook Dell;Periféricos;4483,03;7;4235,51;16,4;Pendente;Belo Horizonte;Maria
7766;04-10-2024;Cliente_1888;Notebook Dell;Periféricos;6915,3;6;11837,14;28,9;Pendente;Rio de Janeiro;Maria
7767;18/03/2024;Cliente_3961;Monitor LG;Periféricos;8150,26;7;11058,15;1,4;;Rio de Janeiro;Carlos
7768;2024-10-28;Cliente_1260;Teclado Mecânico;Periféricos;7436,57;11;14209,57;18,9;Concluída;São Paulo;Ana
7769;09-04-2024;Cliente_4263;Monitor LG;Periféricos;3004,94;5;11878,71;12,0;;São Paulo;Carlos
7770;2024-06-08;Cliente_2428;Mouse Logitech;Periféricos;2770,22;11;7354,67;9,2;;Rio de Janeiro;João
7771;inválida;Cliente_4645;iPhone 15;Periféricos;1133,82;12;8564,27;22,9;Concluída;Belo Horizonte;Ana
7772;2024-01-12;Cliente_8720;Monitor LG;Eletrônicos;2118,69;dez;13296,89;25,2;Pendente;Belo Horizonte;Ana
7773;2024-05-20;Cliente_9852;Teclado Mecânico;Acessórios;4754,16;4;8577,13;5,3;Concluída;Porto Alegre;Ana
7774;13/04/2024;Cliente_1791;iPhone 15;Eletrônicos;2500,62;3;14275,87;7,4;Concluída;São Paulo;Ana
7775;15-05-2024;Cliente_3594;Mouse Logitech;Eletrônicos;;5;12840,18;26,8;Pendente;Porto Alegre;Ana
7776;2024-10-22;Cliente_2094;Teclado Mecânico;Eletrônicos;2807,49;12;2438,49;16,5;Concluída;Porto Alegre;Pedro
7777;2024-07-11;Cliente_1514;Monitor LG;Periféricos;6106,46;15;5658,82;22,2;Concluída;São Paulo;Ana
7778;inválida;Cliente_4936;iPhone 15;Eletrônicos;4727,8;14;4354,91;16,1;Concluída;São Paulo;Carlos
7779;2024-04-23;Cliente_7807;Notebook Dell;Acessórios;4118,58;6;12432,51;29,6;Cancelada;Rio de Janeiro;João
7780;2024-10-14;Cliente_8954;Mouse Logitech;Periféricos;2483,91;15;5058,91;3,5;Concluída;Porto Alegre;Maria
7781;2024-09-04;Cliente_7769;Monitor LG;Periféricos;4547,19;5;8851,51;20,5;Pendente;São Paulo;Maria
7782;25-12-2024;Cliente_9170;Mouse Logitech;Periféricos;1086,32;15;11810,99;11,7;;São Paulo;Maria
7783;16/09/2024;Cliente_8498;iPhone 15;Eletrônicos;1687,73;6;2848,95;26,6;Pendente;Belo Horizonte;João
7784;14/07/2024;Cliente_8598;iPhone 15;Eletrônicos;4190,52;14;4319,99;15,9;Concluída;Rio de Janeiro;João
7785;inválida;Cliente_8453;Teclado Mecânico;Acessórios;2160,1;5;6115,99;10,4;;Porto Alegre;Ana
7786;2024-07-20;Cliente_4934;Monitor LG;Eletrônicos;8736,4;2;5920,95;29,8;Pendente;Porto Alegre;João
7787;06-10-2024;Cliente_7816;Mouse Logitech;Acessórios;5701,78;12;13927,89;10,0;Pendente;São Paulo;Maria
7788;2024-02-25;Cliente_6604;iPhone 15;Eletrônicos;;13;7540,95;29,8;Cancelada;Rio de Janeiro;Ana
7789;24-04-2024;Cliente_8473;Notebook Dell;Acessórios;8019,48;10;7272,43;10,7;Cancelada;Rio de Janeiro;João
7790;2024-01-13;Cliente_7184;Monitor LG;Acessórios;6831,94;2;9442,33;29,3;Concluída;Porto Alegre;Maria
7791;2024-04-28;Cliente_6097;iPhone 15;Acessórios;8833,68;dez;4168,96;4,9;Cancelada;Belo Horizonte;Ana
7792;inválida;Cliente_6850;Mouse Logitech;Acessórios;6842,52;13;4280,01;16,3;Pendente;Rio de Janeiro;Maria
7793;15/10/2024;Cliente_6711;Teclado Mecânico;Acessórios;349,44;6;13376,04;16,9;Pendente;Porto Alegre;Carlos
7794;2024-11-25;Cliente_5895;Monitor LG;Periféricos;5532,69;13;107,01;8,0;Pendente;Curitiba;Maria
7795;19/06/2024;Cliente_6420;Monitor LG;Acessórios;5554,44;5;14717,55;4,5;;Rio de Janeiro;João
7796;18/11/2024;Cliente_1953;Mouse Logitech;Acessórios;8686,93;6;9096,93;3,8;;Porto Alegre;João
7797;18-02-2024;Cliente_4408;Teclado Mecânico;Periféricos;7919,23;12;2700,46;22,9;Cancelada;Curitiba;Carlos
7798;27/03/2024;Cliente_5099;Notebook Dell;Eletrônicos;2746,78;5;11737,44;8,4;;Belo Horizonte;Pedro
7799;inválida;Cliente_9261;Teclado Mecânico;Periféricos;2506,88;3;14160,77;16,0;Concluída;Rio de Janeiro;Ana
7800;07/05/2024;Cliente_2815;Teclado Mecânico;Acessórios;6156,24;3;1621,01;21,2;Concluída;Rio de Janeiro;João
7801;2024-03-13;Cliente_6420;iPhone 15;Eletrônicos;;8;1035,3;2,2;Concluída;Curitiba;Ana
7802;2024-11-11;Cliente_5097;Mouse Logitech;Periféricos;3255,9;3;1406,46;5,4;Concluída;Porto Alegre;Pedro
7803;24-09-2024;Cliente_4310;iPhone 15;Eletrônicos;8664,12;7;8284,13;20,3;;São Paulo;Pedro
7804;17/10/2024;Cliente_6869;Notebook Dell;Periféricos;8463,07;2;14115,89;21,1;;Rio de Janeiro;Ana
7805;2024-01-31;Cliente_2819;iPhone 15;Eletrônicos;7971,54;9;6532,48;19,6;Concluída;São Paulo;Ana
7806;inválida;Cliente_2767;iPhone 15;Acessórios;7704,31;14;14870,62;0,1;Cancelada;Curitiba;Carlos
7807;08-06-2024;Cliente_1827;iPhone 15;Acessórios;5167,53;4;11570,39;15,4;Concluída;Porto Alegre;Carlos
7808;21/06/2024;Cliente_3289;Notebook Dell;Periféricos;6153,27;3;13992,56;2,4;;Porto Alegre;João
7809;2024-01-19;Cliente_7255;Teclado Mecânico;Acessórios;5678,94;9;6931,78;11,0;Concluída;Porto Alegre;João
7810;18-12-2024;Cliente_4347;Mouse Logitech;Periféricos;5289,76;dez;3306,19;24,3;Pendente;Rio de Janeiro;Ana
7811;2024-11-02;Cliente_6163;Mouse Logitech;Periféricos;2359,51;12;2761,53;27,7;Pendente;Porto Alegre;Ana
7812;2024-01-03;Cliente_7086;Notebook Dell;Eletrônicos;8700,96;9;8876,96;23,9;Cancelada;Rio de Janeiro;João
7813;inválida;Cliente_4365;Teclado Mecânico;Acessórios;158,08;10;10196,43;5,1;;São Paulo;Maria
7814;2024-10-14;Cliente_4850;Notebook Dell;Acessórios;;15;5902,97;12,9;Cancelada;São Paulo;Maria
7815;2024-10-06;Cliente_1807;Notebook Dell;Acessórios;5918,14;14;10555,42;9,5;Cancelada;São Paulo;Pedro
7816;09-06-2024;Cliente_9804;Mouse Logitech;Periféricos;3721,98;4;12346,78;29,9;Cancelada;Curitiba;João
7817;2024-04-30;Cliente_3216;iPhone 15;Acessórios;7737,6;15;590,33;8,2;Concluída;Rio de Janeiro;Pedro
7818;24-08-2024;Cliente_4148;Notebook Dell;Acessórios;6493,05;15;5763,12;22,4;;Rio de Janeiro;Pedro
7819;04-09-2024;Cliente_5087;Monitor LG;Periféricos;3800,53;6;10297,57;10,2;Pendente;São Paulo;Carlos
7820;inválida;Cliente_4089;Monitor LG;Eletrônicos;6618,34;10;3366,87;18,9;Cancelada;Rio de Janeiro;Ana
7821;11/02/2024;Cliente_2347;Teclado Mecânico;Eletrônicos;5354,05;10;4391,91;4,1;Cancelada;Belo Horizonte;Carlos
7822;05-08-2024;Cliente_4371;Monitor LG;Acessórios;6486,77;11;3432,17;10,2;Concluída;Curitiba;Maria
7823;2024-02-09;Cliente_6983;Notebook Dell;Periféricos;8586,4;9;12403,68;13,2;Pendente;São Paulo;João
7824;06/03/2024;Cliente_2144;iPhone 15;Eletrônicos;8767,68;6;6260,35;15,5;Cancelada;São Paulo;Ana
7825;23-03-2024;Cliente_6100;Monitor LG;Eletrônicos;4022,17;2;6225,65;14,0;Pendente;Rio de Janeiro;João
7826;03/03/2024;Cliente_9520;Notebook Dell;Periféricos;5215,79;1;5338,86;6,4;Cancelada;Curitiba;Ana
7827;inválida;Cliente_6159;iPhone 15;Eletrônicos;;13;10846,96;2,7;Pendente;São Paulo;Ana
7828;28/02/2024;Cliente_6510;Notebook Dell;Acessórios;3599,16;2;2392,07;11,5;;Curitiba;Carlos
7829;2024-08-05;Cliente_1466;Mouse Logitech;Periféricos;7230,24;dez;10055,33;1,8;Cancelada;Rio de Janeiro;Maria
7830;28-03-2024;Cliente_8610;Mouse Logitech;Acessórios;3460,92;8;12997,73;3,6;Cancelada;Porto Alegre;João
7831;2024-09-25;Cliente_1374;iPhone 15;Acessórios;2338,89;2;10217,04;4,2;Concluída;Belo Horizonte;Maria
7832;12-03-2024;Cliente_3347;iPhone 15;Acessórios;7509,79;2;596,49;23,1;;Porto Alegre;Carlos
7833;2024-10-07;Cliente_7168;Monitor LG;Periféricos;1772,83;5;11751,91;11,0;Pendente;Curitiba;Pedro
7834;inválida;Cliente_5102;Notebook Dell;Acessórios;2996,98;7;8926,79;1,1;;São Paulo;Maria
7835;31/05/2024;Cliente_1284;Notebook Dell;Acessórios;5878,57;8;11613,0;21,7;Cancelada;Rio de Janeiro;Maria
7836;2024-08-10;Cliente_8080;Teclado Mecânico;Periféricos;312,68;3;5256,96;23,9;Concluída;Belo Horizonte;Maria
7837;2024-12-12;Cliente_3271;Mouse Logitech;Periféricos;7355,69;14;13494,01;27,0;;Rio de Janeiro;Maria
7838;2024-09-24;Cliente_7923;Notebook Dell;Acessórios;3695,96;7;8640,33;16,3;Concluída;Rio de Janeiro;Maria
7839;2024-11-10;Cliente_1232;Mouse Logitech;Eletrônicos;333,97;6;11524,99;3,1;;Curitiba;Pedro
7840;15-10-2024;Cliente_7316;Monitor LG;Eletrônicos;;15;7621,15;12,5;;Curitiba;Ana
7841;inválida;Cliente_8209;Monitor LG;Acessórios;1983,59;12;8614,15;18,9;Cancelada;Porto Alegre;João
7842;28-05-2024;Cliente_5611;Monitor LG;Eletrônicos;3266,0;8;8506,98;19,0;Concluída;Curitiba;Ana
7843;16/12/2024;Cliente_2738;Monitor LG;Periféricos;6892,72;10;6389,13;26,0;Concluída;São Paulo;Ana
7844;10-11-2024;Cliente_6240;Teclado Mecânico;Eletrônicos;8088,24;4;3896,8;21,9;;Belo Horizonte;Maria
7845;09-07-2024;Cliente_3020;Teclado Mecânico;Periféricos;5359,9;8;6316,4;26,5;Concluída;Belo Horizonte;Pedro
7846;2024-11-05;Cliente_5865;Teclado Mecânico;Eletrônicos;8484,68;3;2877,16;1,3;;Curitiba;Pedro
7847;2024-08-29;Cliente_6008;Mouse Logitech;Acessórios;7555,23;12;10863,56;21,0;Concluída;Porto Alegre;João
7848;inválida;Cliente_9307;Teclado Mecânico;Eletrônicos;8829,35;dez;14596,25;1,6;;Rio de Janeiro;Pedro
7849;10/03/2024;Cliente_8823;iPhone 15;Acessórios;7179,86;2;13727,68;13,8;Cancelada;Rio de Janeiro;Pedro
7850;25-09-2024;Cliente_8159;Monitor LG;Eletrônicos;8762,4;9;11636,93;15,5;Cancelada;Curitiba;João
7851;30/08/2024;Cliente_3575;iPhone 15;Periféricos;4492,14;12;4607,0;11,7;;Belo Horizonte;Maria
7852;2024-06-11;Cliente_2759;Teclado Mecânico;Acessórios;1533,43;8;10921,57;26,5;Pendente;Porto Alegre;Pedro
7853;01/04/2024;Cliente_7882;Teclado Mecânico;Eletrônicos;;14;7499,11;10,4;Concluída;São Paulo;Ana
7854;28/08/2024;Cliente_5680;Notebook Dell;Acessórios;5644,96;12;9216,98;27,0;;Belo Horizonte;Pedro
7855;inválida;Cliente_5008;Notebook Dell;Acessórios;6613,54;8;14627,85;15,8;Cancelada;Belo Horizonte;Maria
7856;25/12/2024;Cliente_5177;Teclado Mecânico;Eletrônicos;7515,72;11;14177,01;1,1;Cancelada;Rio de Janeiro;Maria
7857;12-04-2024;Cliente_3225;Notebook Dell;Periféricos;3375,55;4;2814,82;4,9;Cancelada;São Paulo;Pedro
7858;18-02-2024;Cliente_8424;iPhone 15;Eletrônicos;4124,23;6;7750,16;22,3;Pendente;São Paulo;Pedro
7859;2024-08-22;Cliente_8431;Notebook Dell;Acessórios;5329,06;10;894,25;3,3;;Curitiba;Ana
7860;18/02/2024;Cliente_5083;iPhone 15;Eletrônicos;3995,3;6;9436,1;20,0;Concluída;Curitiba;Ana
7861;2024-11-15;Cliente_1893;Monitor LG;Eletrônicos;5033,34;11;13613,55;6,0;;Belo Horizonte;Carlos
7862;inválida;Cliente_3855;Monitor LG;Periféricos;8749,3;1;5174,95;28,0;Pendente;Belo Horizonte;Pedro
7863;2024-02-04;Cliente_5618;Teclado Mecânico;Acessórios;5689,8;9;12097,47;26,2;Cancelada;Belo Horizonte;Pedro
7864;21-11-2024;Cliente_1879;Monitor LG;Acessórios;844,99;5;8425,97;22,0;Concluída;Belo Horizonte;João
7865;2024-04-25;Cliente_8156;Notebook Dell;Eletrônicos;7686,26;12;11493,15;22,0;Concluída;Belo Horizonte;Ana
7866;17/11/2024;Cliente_6360;Teclado Mecânico;Eletrônicos;;15;11759,89;14,9;Concluída;Rio de Janeiro;Ana
7867;2024-04-08;Cliente_8831;Monitor LG;Acessórios;4724,91;dez;2673,1;3,2;Cancelada;Porto Alegre;João
7868;2024-05-25;Cliente_3766;Teclado Mecânico;Eletrônicos;2250,88;10;3187,36;26,2;Pendente;Belo Horizonte;João
7869;inválida;Cliente_6650;Monitor LG;Acessórios;3242,1;4;5910,83;6,4;Cancelada;São Paulo;Pedro
7870;2024-06-05;Cliente_3748;Mouse Logitech;Eletrônicos;7658,71;14;1694,99;25,7;;Rio de Janeiro;Maria
7871;2024-11-15;Cliente_1550;iPhone 15;Periféricos;153,78;7;4032,3;16,5;Concluída;Belo Horizonte;João
7872;10-05-2024;Cliente_3583;iPhone 15;Eletrônicos;1011,96;5;906,11;17,7;Concluída;São Paulo;João
7873;04-10-2024;Cliente_4750;Notebook Dell;Acessórios;608,29;7;6116,8;15,0;;Rio de Janeiro;João
7874;03/12/2024;Cliente_6918;Notebook Dell;Periféricos;1487,75;7;13967,29;3,3;Pendente;Rio de Janeiro;João
7875;09-02-2024;Cliente_9310;iPhone 15;Acessórios;6630,09;10;894,85;8,6;;Porto Alegre;Maria
7876;inválida;Cliente_4379;iPhone 15;Acessórios;8018,68;7;11814,47;4,9;Pendente;Rio de Janeiro;Carlos
7877;2024-04-20;Cliente_8437;Monitor LG;Eletrônicos;6084,18;1;10164,56;8,8;Pendente;Curitiba;Carlos
7878;2024-04-01;Cliente_8570;iPhone 15;Periféricos;3568,2;2;2314,82;5,6;Cancelada;São Paulo;Pedro
7879;15/10/2024;Cliente_2829;iPhone 15;Periféricos;;8;7501,08;3,6;Concluída;Belo Horizonte;Carlos
7880;05-03-2024;Cliente_3634;iPhone 15;Periféricos;2040,05;5;13195,23;11,6;;São Paulo;Pedro
7881;27-10-2024;Cliente_7131;Teclado Mecânico;Acessórios;4078,37;1;12441,95;16,9;Pendente;Rio de Janeiro;Maria
7882;2024-07-15;Cliente_9948;Notebook Dell;Acessórios;8791,61;10;6891,7;15,1;Concluída;Curitiba;João
7883;inválida;Cliente_3961;Teclado Mecânico;Acessórios;6096,04;7;3258,85;3,6;Pendente;Porto Alegre;João
7884;2024-11-05;Cliente_9798;Teclado Mecânico;Acessórios;8536,01;14;8226,42;4,2;Pendente;Rio de Janeiro;Ana
7885;11-11-2024;Cliente_5333;Monitor LG;Eletrônicos;734,7;7;7447,43;29,4;Concluída;Curitiba;Pedro
7886;30/08/2024;Cliente_9695;iPhone 15;Periféricos;4091,21;dez;8122,6;0,0;Concluída;Rio de Janeiro;Ana
7887;27/03/2024;Cliente_2386;iPhone 15;Periféricos;6973,82;3;13640,21;10,6;Cancelada;Curitiba;Pedro
7888;28/04/2024;Cliente_5917;iPhone 15;Periféricos;1476,06;3;7341,74;19,6;Pendente;Porto Alegre;Pedro
7889;16-02-2024;Cliente_6869;Monitor LG;Acessórios;8032,03;4;10432,22;16,7;Concluída;Rio de Janeiro;Pedro
7890;inválida;Cliente_2352;Notebook Dell;Eletrônicos;170,77;5;262,61;23,9;;Porto Alegre;Carlos
7891;2024-03-25;Cliente_7292;Mouse Logitech;Acessórios;445,57;7;14298,98;12,3;Pendente;São Paulo;Ana
7892;2024-01-01;Cliente_6469;Mouse Logitech;Acessórios;;3;2723,02;1,4;Cancelada;Curitiba;Ana
7893;09/02/2024;Cliente_2101;Mouse Logitech;Periféricos;8124,63;10;9111,1;12,3;Concluída;Porto Alegre;João
7894;11-03-2024;Cliente_5526;Teclado Mecânico;Acessórios;3335,46;12;500,94;11,3;Cancelada;Rio de Janeiro;Pedro
7895;2024-08-13;Cliente_6137;iPhone 15;Acessórios;4957,81;11;12622,34;4,0;Pendente;Porto Alegre;Maria
7896;2024-12-06;Cliente_7448;Notebook Dell;Eletrônicos;3531,76;8;5607,52;22,1;;Belo Horizonte;Maria
7897;inválida;Cliente_5803;Notebook Dell;Periféricos;7390,19;10;12677,08;8,9;Pendente;São Paulo;Pedro
7898;13/09/2024;Cliente_5891;Notebook Dell;Periféricos;8341,69;2;2600,25;22,9;Concluída;Curitiba;Ana
7899;03-05-2024;Cliente_8087;Monitor LG;Periféricos;1372,59;6;4957,04;3,2;;Porto Alegre;Pedro
7900;2024-07-20;Cliente_5119;iPhone 15;Acessórios;4015,39;2;12454,02;24,8;Cancelada;São Paulo;Ana
7901;16-07-2024;Cliente_6266;Mouse Logitech;Periféricos;1912,89;12;4552,81;18,5;;Belo Horizonte;Ana
7902;2024-08-30;Cliente_3365;iPhone 15;Periféricos;1297,93;12;9921,2;3,6;;Porto Alegre;Maria
7903;08-06-2024;Cliente_4903;Teclado Mecânico;Periféricos;2598,27;5;14263,64;4,1;Cancelada;Porto Alegre;Pedro
7904;inválida;Cliente_1096;Notebook Dell;Periféricos;1054,06;4;10879,53;28,2;;Porto Alegre;Pedro
7905;10-02-2024;Cliente_1494;Mouse Logitech;Periféricos;;dez;4921,82;0,4;Cancelada;São Paulo;João
7906;19/04/2024;Cliente_5224;Mouse Logitech;Eletrônicos;1718,66;10;4623,54;15,3;;Porto Alegre;Carlos
7907;2024-11-20;Cliente_2188;iPhone 15;Periféricos;3157,69;12;6148,01;12,0;;Rio de Janeiro;Maria
7908;30/12/2024;Cliente_7068;Notebook Dell;Eletrônicos;4059,94;2;9215,45;8,3;;Belo Horizonte;Carlos
7909;11-08-2024;Cliente_3783;Teclado Mecânico;Eletrônicos;8915,57;15;10820,72;25,0;Pendente;Belo Horizonte;Maria
