ID_Venda;Data;Cliente;Produto;Categoria;Regiao;Canal_Venda;Vendedor;Cidade;Valor_Unitario;Quantidade;Desconto_Pct;Total_Venda;Status;Nota_Cliente;Prazo_Entrega;Margem_Pct
12268;inválida;CLI-66611;Notebook Dell;Acessórios;Nordeste;Loja Física;Carlos;Belo Horizonte;1463,4;five;13,8;11353,06;Cancelada;1,4;24;29,7
12269;23-09-2024;CLI-39509;Monitor LG;Periféricos;Nordeste;Loja Física;Carlos;Rio de Janeiro;8799,85;4;9,8;31749,86;Cancelada;1,4;25;28,5
12270;31/08/2024;CLI-97100;Notebook Dell;Periféricos;Centro-Oeste;Online;Maria;São Paulo;6053,5;3;5,3;17197,99;Concluída;3,4;21;32,8
12271;29-01-2024;CLI-59505;Mouse Logitech;Eletrônicos;Centro-Oeste;Televendas;Ana;Curitiba;4974,67;7;26,3;25664,32;Concluída;1,2;10;31,5
12272;17-11-2024;CLI-72992;Monitor LG;Eletrônicos;Norte;Online;Pedro;Curitiba;4612,88;9;14,3;35579,14;Pendente;1,2;30;40,0
12273;2024-04-07;CLI-90041;Teclado Mecânico;Periféricos;Nordeste;Loja Física;Pedro;Porto Alegre;;12;24,7;39334,88;Pendente;3,5;8;25,5
12274;13/06/2024;CLI-81804;Notebook Dell;Eletrônicos;Centro-Oeste;Revendedor;Pedro;São Paulo;6725,75;2;18,0;11030,23;Cancelada;2,1;13;40,0
12275;04-11-2024;CLI-40161;Mouse Logitech;Eletrônicos;Centro-Oeste;Revendedor;Pedro;Rio de Janeiro;2214,77;dez;10,2;5966,59;Pendente;3,6;19;23,1
12276;03-08-2024;CLI-13726;iPhone 15;Acessórios;Norte;Televendas;Pedro;Porto Alegre;2017,16;2;14,1;3465,48;Cancelada;1,7;16;34,2
12277;inválida;CLI-12294;Teclado Mecânico;Periféricos;Centro-Oeste;Televendas;Maria;Porto Alegre;4803,56;7;11,9;29623,55;Pendente;4,5;9;27,7
12278;16/03/2024;CLI-14431;Monitor LG;Acessórios;Norte;Revendedor;Ana;Belo Horizonte;2269,28;5;5,8;10688,31;Cancelada;3,9;23;31,1
12279;07-07-2024;CLI-32740;Monitor LG;Periféricos;Sudeste;Loja Física;Carlos;São Paulo;2579,67;10;25,4;40413,11;Pendente;4,1;14;9,4
12280;12-01-2024;CLI-49589;Teclado Mecânico;Eletrônicos;Norte;Televendas;João;Porto Alegre;3886,01;6;12,3;20448,18;Cancelada;3,5;4;7,1
12281;17-11-2024;CLI-62626;Notebook Dell;Acessórios;Centro-Oeste;Televendas;Carlos;Curitiba;3395,96;6;21,0;16096,85;Pendente;2,6;1;42,9
12282;2024-11-26;CLI-41666;Mouse Logitech;Acessórios;Sudeste;Loja Física;João;Belo Horizonte;7824,0;2;29,0;11110,08;Concluída;4,9;25;9,9
12283;2024-04-04;CLI-75808;Teclado Mecânico;Acessórios;Sul;Revendedor;Carlos;Rio de Janeiro;8633,52;13;14,5;95961,57;Pendente;1,7;6;6,0
12284;2024-07-05;CLI-28784;Notebook Dell;Acessórios;Sul;Online;Ana;Belo Horizonte;1519,78;11;16,7;13925,74;Pendente;2,4;9;25,8
12285;07/10/2024;CLI-15270;Teclado Mecânico;Eletrônicos;Norte;Loja Física;João;Rio de Janeiro;6149,08;12.0;13,8;63606,08;Cancelada;1,1;28;10,4
12286;inválida;CLI-45993;Teclado Mecânico;Periféricos;Nordeste;Revendedor;Ana;Rio de Janeiro;;14;20,2;91188,43;Concluída;4,8;15;6,3
12287;05/09/2024;CLI-65628;iPhone 15;Acessórios;Sul;Online;Pedro;Curitiba;5647,27;10;13,8;48679,47;Concluída;3,0;23;34,2
12288;22-08-2024;CLI-67900;Teclado Mecânico;Eletrônicos;Nordeste;Televendas;Ana;Porto Alegre;6825,92;12;27,9;59057,86;Pendente;1,8;26;34,0
12289;2024-07-12;CLI-52473;Teclado Mecânico;Acessórios;Centro-Oeste;Online;Pedro;Curitiba;514,43;15;24,9;5795,05;Pendente;3,8;30;44,0
12290;16-04-2024;CLI-63855;Mouse Logitech;Acessórios;Norte;Revendedor;Maria;Rio de Janeiro;990,6;6;24,8;4469,59;Pendente;3,6;23;17,4
12291;07-01-2024;CLI-66037;Notebook Dell;Acessórios;Centro-Oeste;Televendas;Carlos;Porto Alegre;5827,1;2;25,4;8694,03;Concluída;1,4;9;15,0
12292;2024-05-14;CLI-18489;Mouse Logitech;Periféricos;Centro-Oeste;Loja Física;Maria;Belo Horizonte;4626,58;1;8,3;4242,57;Concluída;1,1;7;20,5
12293;24/03/2024;CLI-66635;iPhone 15;Periféricos;Sudeste;Loja Física;João;Curitiba;5811,5;5;2,8;28243,89;Concluída;2,0;20;19,2
12294;2024-11-26;CLI-15724;Notebook Dell;Eletrônicos;Norte;Loja Física;João;Porto Alegre;383,33;dez;17,9;4720,71;Concluída;3,5;1;18,8
12295;inválida;CLI-51419;Notebook Dell;Eletrônicos;Sudeste;Loja Física;Carlos;Porto Alegre;3323,61;14;12,1;40900,34;Pendente;1,2;6;34,6
12296;29-07-2024;CLI-70698;iPhone 15;Eletrônicos;Sudeste;Revendedor;Ana;São Paulo;8401,79;9;25,5;56334,0;Cancelada;4,0;2;39,1
12297;15-Jun-2024;CLI-98440;iPhone 15;Periféricos;Nordeste;Online;Carlos;Rio de Janeiro;5571,91;five;29,2;23669,47;;4,7;21;37,3
12298;03-09-2024;CLI-49911;iPhone 15;Acessórios;Sudeste;Loja Física;João;São Paulo;7747,13;1;18,8;6290,67;Pendente;2,3;6;7,3
12299;16-08-2024;CLI-77322;Mouse Logitech;Eletrônicos;Sudeste;Online;Pedro;São Paulo;;5;4,7;1628,06;Cancelada;3,8;2;42,1
12300;26-01-2024;CLI-30820;Mouse Logitech;Acessórios;Sul;Televendas;Pedro;Rio de Janeiro;945,52;8;4,4;7231,34;Cancelada;1,4;27;22,8
12301;2024/06/15 14:30:00;CLI-12834;iPhone 15;Acessórios;Sudeste;Televendas;Carlos;Porto Alegre;6290,64;14;2,5;85867,24;Cancelada;1,4;9;
12302;05/12/2024;CLI-83329;Mouse Logitech;Periféricos;Nordeste;Televendas;Pedro;Rio de Janeiro;3433,59;8;2,1;26891,88;Concluída;3,4;21;32,6
12303;30-04-2024;CLI-36768;Teclado Mecânico;Acessórios;Sudeste;Online;Maria;Curitiba;3466,64;9;20,2;24897,41;Concluída;3,8;5;35,2
12304;inválida;CLI-94376;Teclado Mecânico;Periféricos;Centro-Oeste;Televendas;João;Curitiba;1735,91;14;19,7;19515,1;Concluída;1,7;30;34,5
12305;2024-05-10;CLI-37624;Monitor LG;Acessórios;Nordeste;Revendedor;Pedro;São Paulo;4647,49;12;2,5;54375,63;Cancelada;3,9;5;7,6
12306;08-02-2024;CLI-57733;Notebook Dell;Periféricos;Sudeste;Loja Física;Carlos;Belo Horizonte;232,43;6;2,4;1361,11;Cancelada;4,0;18;9,8
12307;10-10-2024;CLI-40399;Mouse Logitech;Periféricos;Norte;Online;Carlos;Belo Horizonte;3797,72;13;22,2;38410,14;Cancelada;2,7;13;8,4
12308;2024-11-20;CLI-12858;iPhone 15;Acessórios;Centro-Oeste;Revendedor;Pedro;Rio de Janeiro;3213,49;10;25,4;74315,18;Concluída;2,2;10;29,2
12309;2024-09-30;CLI-99199;iPhone 15;Acessórios;Sudeste;Televendas;Maria;Porto Alegre;5024,51;11;29,5;38965,08;Cancelada;1,5;18;36,9
12310;2024-03-03;CLI-59955;Teclado Mecânico;Acessórios;Sudeste;Televendas;Maria;São Paulo;588,22;15;20,6;7005,7;Pendente;4,1;13;26,8
12311;2024-08-21;CLI-97249;Mouse Logitech;Eletrônicos;Sul;Loja Física;Pedro;Curitiba;5216,72;7;24,4;27606,88;Pendente;3,4;29;39,4
12312;24-04-2024;CLI-14781;Teclado Mecânico;Eletrônicos;Sudeste;Online;João;São Paulo;;12;27,7;65506,58;Pendente;4,6;3;33,7
12313;inválida;CLI-57048;Notebook Dell;Periféricos;Nordeste;Revendedor;Ana;Belo Horizonte;8144,82;dez;28,8;28995,56;Cancelada;4,2;27;29,7
12314;04/05/2024;CLI-78267;Teclado Mecânico;Acessórios;Sudeste;Televendas;Pedro;Rio de Janeiro;5032,21;4;19,2;16264,1;Concluída;2,9;19;9,6
12315;18/10/2024;CLI-99176;Teclado Mecânico;Acessórios;Sudeste;Revendedor;Carlos;São Paulo;8569,47;10;19,6;68898,54;Pendente;2,8;2;6,9
12316;21/07/2024;CLI-90642;Notebook Dell;Acessórios;Sudeste;Televendas;Ana;Rio de Janeiro;2294,43;4;11,4;8131,46;Cancelada;3,4;17;32,9
12317;2024-07-19;CLI-97786;Monitor LG;Eletrônicos;Sul;Revendedor;João;Porto Alegre;549,68;4;23,6;3527,62;Pendente;1,2;5;20,7
12318;17/12/2024;CLI-21116;Notebook Dell;Eletrônicos;Sudeste;Loja Física;Carlos;Belo Horizonte;2276,88;6;13,4;11830,67;Cancelada;3,5;4;25,1
12319;17/07/2024;CLI-66548;Monitor LG;Periféricos;Sudeste;Loja Física;Maria;Curitiba;2540,13;11;20,8;46472,18;Concluída;1,8;23;36,2
12320;2024-09-14;CLI-99659;Mouse Logitech;Periféricos;Nordeste;Loja Física;Carlos;Curitiba;5211,38;2;3,4;10068,39;Pendente;1,0;1;32,8
12321;26-11-2024;CLI-64048;Mouse Logitech;Eletrônicos;Norte;Online;Pedro;Curitiba;8756,06;15;1,0;130027,49;Cancelada;3,3;2;22,8
12322;inválida;CLI-91111;iPhone 15;Periféricos;Sul;Revendedor;Maria;Porto Alegre;7716,57;12.0;14,0;59726,25;Pendente;4,0;4;13,5
12323;20-10-2024;CLI-24508;Mouse Logitech;Acessórios;Centro-Oeste;Online;Ana;São Paulo;7740,43;6;9,4;42076,98;Concluída;;10;9,6
12324;30-10-2024;CLI-22203;Monitor LG;Acessórios;Norte;Televendas;Maria;Porto Alegre;8228,76;7;23,9;43834,6;Cancelada;3,5;4;44,0
12325;07/02/2024;CLI-57602;iPhone 15;Acessórios;Norte;Loja Física;Pedro;Rio de Janeiro;;4;2,1;30031,73;Pendente;2,5;2;27,8
12326;21-03-2024;CLI-45760;Teclado Mecânico;Acessórios;Centro-Oeste;Loja Física;Ana;Curitiba;7892,49;five;12,2;34648,03;Cancelada;3,4;5;20,5
12327;26/04/2024;CLI-41298;iPhone 15;Acessórios;Sudeste;Loja Física;Carlos;Rio de Janeiro;5353,69;5;22,3;20799,09;Cancelada;1,8;22;35,9
12328;2024-01-26;CLI-74084;Teclado Mecânico;Periféricos;Sudeste;Loja Física;João;Rio de Janeiro;1706,95;5;1,6;8398,19;Cancelada;3,0;8;8,6
12329;02-05-2024;CLI-96782;iPhone 15;Periféricos;Nordeste;Online;João;Porto Alegre;2028,1;11;14,7;19029,66;Cancelada;1,8;21;26,8
12330;26/12/2024;CLI-71712;iPhone 15;Eletrônicos;Centro-Oeste;Online;Ana;Porto Alegre;5435,82;7;12,0;33484,65;Pendente;4,2;28;30,8
12331;inválida;CLI-32413;Monitor LG;Acessórios;Sul;Revendedor;Maria;Belo Horizonte;7974,54;10;9,9;71850,61;Concluída;3,4;17;40,4
12332;12-03-2024;CLI-80634;Teclado Mecânico;Acessórios;Centro-Oeste;Loja Física;Maria;Curitiba;8837,72;dez;27,0;58063,82;Cancelada;1,6;22;37,2
12333;2024-07-12;CLI-96908;Teclado Mecânico;Eletrônicos;Centro-Oeste;Online;Carlos;Porto Alegre;1745,38;4;27,8;5040,66;Concluída;5,0;6;6,4
12334;24/03/2024;CLI-15451;Teclado Mecânico;Eletrônicos;Norte;Televendas;Maria;Porto Alegre;1555,67;6;29,3;6599,15;Concluída;3,7;18;28,0
12335;2024-05-21;CLI-88978;iPhone 15;Eletrônicos;Norte;Loja Física;Carlos;Porto Alegre;4574,55;3;20,9;10855,41;Concluída;3,4;18;30,3
12336;22-10-2024;CLI-32374;Monitor LG;Acessórios;Norte;Loja Física;Maria;Belo Horizonte;5086,68;9;7,3;42438,17;Pendente;4,5;30;40,4
12337;2024-04-12;CLI-86177;Notebook Dell;Acessórios;Norte;Revendedor;Carlos;Belo Horizonte;8943,42;11;26,6;72209,17;Concluída;3,7;20;6,8
12338;30/03/2024;CLI-95042;Notebook Dell;Eletrônicos;Sul;Televendas;Pedro;Curitiba;;10;8,9;40567,56;Cancelada;4,2;17;25,8
12339;15/07/2024;CLI-23792;Teclado Mecânico;Acessórios;Sul;Revendedor;Maria;Belo Horizonte;6562,84;5;28,7;23396,52;Concluída;4,0;1;35,5
12340;inválida;CLI-68384;Teclado Mecânico;Acessórios;Sul;Online;Carlos;Curitiba;5000,7;10;11,4;44306,2;Pendente;1,9;6;5,2
12341;30/08/2024;CLI-27784;Mouse Logitech;Acessórios;Norte;Online;Pedro;São Paulo;3979,85;14;12,9;48530,29;Concluída;1,2;28;35,2
12342;2024/06/15 14:30:00;CLI-23136;Notebook Dell;Eletrônicos;Sul;Online;Ana;Curitiba;792,55;11;21,6;6834,95;Cancelada;1,1;23;
12343;2024-05-12;CLI-95971;iPhone 15;Periféricos;Centro-Oeste;Online;João;Belo Horizonte;2071,88;13;23,2;20685,65;Pendente;1,2;26;14,2
12344;08-03-2024;CLI-62036;iPhone 15;Eletrônicos;Norte;Televendas;Maria;São Paulo;4290,99;3;9,0;11714,4;Pendente;2,0;14;29,6
12345;2024-05-12;CLI-93335;Monitor LG;Acessórios;Nordeste;Online;Ana;São Paulo;1862,48;7;23,4;9986,62;Cancelada;4,4;2;27,5
12346;2024-02-22;CLI-75705;iPhone 15;Acessórios;Sul;Loja Física;João;Curitiba;2149,22;7;9,2;13660,44;Pendente;3,7;12;28,2
12347;2024-09-01;CLI-61621;Monitor LG;Eletrônicos;Centro-Oeste;Loja Física;Carlos;Curitiba;8155,73;6;3,6;47172,74;Concluída;2,5;10;18,1
12348;2024-10-23;CLI-64250;Monitor LG;Eletrônicos;Norte;Televendas;Carlos;Porto Alegre;8339,45;6;21,0;39528,99;Cancelada;4,4;1;19,9
12349;inválida;CLI-11282;Notebook Dell;Eletrônicos;Norte;Televendas;Pedro;Rio de Janeiro;3798,6;1;6,1;3566,89;Concluída;2,4;6;27,1
12350;15-Jun-2024;CLI-48904;Mouse Logitech;Eletrônicos;Sudeste;Revendedor;Ana;Porto Alegre;7573,19;7;4,5;50626,78;;3,1;2;28,8
12351;12/05/2024;CLI-94538;Notebook Dell;Periféricos;Sudeste;Loja Física;Maria;Rio de Janeiro;;dez;0,1;73265,51;Pendente;2,5;11;40,1
12352;2024-09-10;CLI-33406;Monitor LG;Eletrônicos;Centro-Oeste;Online;Carlos;São Paulo;158,61;5;7,7;731,99;Cancelada;2,3;13;13,6
12353;2024-05-15;CLI-27622;Notebook Dell;Periféricos;Sudeste;Online;João;Curitiba;5820,46;14;10,3;73093,34;Pendente;1,2;13;42,9
12354;2024-06-22;CLI-72311;Monitor LG;Periféricos;Sul;Loja Física;João;Rio de Janeiro;4341,73;2;20,6;6894,67;Concluída;1,8;28;19,0
12355;08-08-2024;CLI-37399;Notebook Dell;Periféricos;Nordeste;Loja Física;Maria;São Paulo;169,73;five;15,5;2151,33;Pendente;1,8;20;22,4
12356;2024-02-06;CLI-77995;Teclado Mecânico;Periféricos;Centro-Oeste;Revendedor;João;Porto Alegre;1641,04;8;19,6;10555,17;Concluída;4,0;5;37,8
12357;09/12/2024;CLI-48481;Mouse Logitech;Periféricos;Sudeste;Revendedor;Ana;Porto Alegre;5298,78;13;28,6;49183,28;Cancelada;3,1;7;30,1
12358;inválida;CLI-46313;Teclado Mecânico;Eletrônicos;Sudeste;Loja Física;Maria;Curitiba;2242,57;3;28,6;4803,58;Cancelada;1,4;12;21,6
12359;2024-07-24;CLI-33691;iPhone 15;Acessórios;Sul;Loja Física;Ana;Rio de Janeiro;3236,97;12.0;24,9;21878,68;Cancelada;3,5;23;32,8
12360;27-02-2024;CLI-74210;Teclado Mecânico;Acessórios;Centro-Oeste;Televendas;Ana;Rio de Janeiro;2662,04;12;22,8;24661,14;Concluída;3,2;20;5,8
12361;17-11-2024;CLI-46207;iPhone 15;Eletrônicos;Sudeste;Online;João;Rio de Janeiro;4749,07;9;5,0;125874,11;Cancelada;3,4;28;11,2
12362;2024-06-14;CLI-89565;Teclado Mecânico;Periféricos;Centro-Oeste;Loja Física;João;São Paulo;2559,84;14;12,4;31393,88;Pendente;3,5;19;22,9
12363;01-07-2024;CLI-48899;Mouse Logitech;Periféricos;Centro-Oeste;Loja Física;João;Porto Alegre;2742,19;11;9,8;27208,01;Cancelada;2,8;6;6,9
12364;03-04-2024;CLI-72863;iPhone 15;Acessórios;Norte;Televendas;João;Belo Horizonte;;10;27,0;61556,3;Pendente;3,4;11;28,3
12365;05-04-2024;CLI-13559;Monitor LG;Eletrônicos;Sul;Online;Pedro;Porto Alegre;3168,45;3;8,9;8659,37;Concluída;4,9;29;40,4
12366;2024-11-14;CLI-54884;iPhone 15;Periféricos;Nordeste;Revendedor;Carlos;Belo Horizonte;6443,99;9;3,8;172955,42;Pendente;2,6;30;10,1
12367;inválida;CLI-71169;Teclado Mecânico;Periféricos;Sul;Televendas;Carlos;Porto Alegre;8806,31;10;10,2;79080,66;Cancelada;2,6;20;39,6
12368;22-06-2024;CLI-67879;iPhone 15;Eletrônicos;Norte;Loja Física;Pedro;Porto Alegre;3088,57;11;16,8;28266,59;Cancelada;4,1;8;27,0
12369;08/04/2024;CLI-40612;Notebook Dell;Acessórios;Sudeste;Televendas;João;Porto Alegre;925,96;15;0,8;13778,28;Pendente;4,7;5;27,3
12370;31/01/2024;CLI-76585;iPhone 15;Periféricos;Sudeste;Televendas;Maria;Belo Horizonte;8304,45;dez;16,1;48772,03;Cancelada;3,1;2;33,5
12371;22/02/2024;CLI-76916;Teclado Mecânico;Eletrônicos;Norte;Televendas;Maria;Rio de Janeiro;6891,87;2;2,2;13480,5;Concluída;4,2;13;26,6
12372;26/11/2024;CLI-53130;Mouse Logitech;Acessórios;Sul;Televendas;Maria;Curitiba;8007,86;4;2,1;31358,78;Pendente;1,5;18;37,6
12373;11-08-2024;CLI-50651;Teclado Mecânico;Eletrônicos;Centro-Oeste;Loja Física;João;Porto Alegre;5437,21;7;14,5;32541,7;Cancelada;2,1;21;33,8
12374;31/01/2024;CLI-16786;Mouse Logitech;Acessórios;Centro-Oeste;Loja Física;João;Curitiba;7950,07;12;2,4;93111,22;Cancelada;3,1;6;12,4
12375;2024-11-30;CLI-62430;Mouse Logitech;Acessórios;Sudeste;Revendedor;João;Curitiba;3726,68;12;4,1;42886,63;Pendente;2,1;25;23,4
12376;inválida;CLI-96667;Teclado Mecânico;Eletrônicos;Norte;Televendas;João;Rio de Janeiro;2308,47;8;10,0;16620,98;Pendente;4,9;8;22,0
12377;18-11-2024;CLI-12079;iPhone 15;Periféricos;Nordeste;Televendas;Carlos;Rio de Janeiro;;10;14,3;45205,35;Concluída;2,1;11;35,8
12378;07-12-2024;CLI-68338;Notebook Dell;Eletrônicos;Sudeste;Televendas;João;São Paulo;2992,23;15;22,9;34605,14;Concluída;1,6;11;33,4
12379;2024-02-15;CLI-95873;iPhone 15;Periféricos;Nordeste;Online;Maria;Porto Alegre;8550,24;6;22,2;39912,52;Cancelada;4,3;22;7,8
12380;09-05-2024;CLI-58894;iPhone 15;Eletrônicos;Sul;Loja Física;Carlos;Curitiba;7727,64;11;18,8;69023,28;Concluída;4,2;15;15,6
12381;2024-04-23;CLI-20371;Mouse Logitech;Periféricos;Centro-Oeste;Online;Maria;Rio de Janeiro;6629,28;1;17,7;5455,9;Cancelada;4,8;28;25,1
12382;2024-02-13;CLI-50816;iPhone 15;Eletrônicos;Centro-Oeste;Televendas;Pedro;Curitiba;3930,82;6;15,2;20000,01;Concluída;3,2;13;44,0
12383;2024/06/15 14:30:00;CLI-77304;Teclado Mecânico;Acessórios;Nordeste;Televendas;João;Porto Alegre;1518,96;3;6,0;4283,47;Concluída;2,4;19;
12384;15-08-2024;CLI-74417;iPhone 15;Acessórios;Centro-Oeste;Televendas;Maria;Rio de Janeiro;365,31;five;29,0;3631,18;Cancelada;;22;34,1
12385;inválida;CLI-80332;iPhone 15;Acessórios;Sudeste;Online;Carlos;Curitiba;7999,09;7;26,0;41435,29;Pendente;4,0;16;25,8
12386;20/02/2024;CLI-83247;Teclado Mecânico;Acessórios;Centro-Oeste;Online;Pedro;Rio de Janeiro;4124,1;11;7,7;41871,99;Cancelada;5,0;20;12,8
12387;05/11/2024;CLI-97336;Mouse Logitech;Acessórios;Sul;Loja Física;João;Rio de Janeiro;2182,33;14;26,9;22333,97;Cancelada;4,3;28;22,1
12388;23/12/2024;CLI-89624;Teclado Mecânico;Eletrônicos;Centro-Oeste;Televendas;Ana;Curitiba;6652,35;14;29,3;65844,96;Cancelada;2,0;24;10,5
12389;13/01/2024;CLI-69194;Monitor LG;Acessórios;Sudeste;Loja Física;Maria;Belo Horizonte;7892,12;dez;2,8;18410,74;Pendente;1,9;17;44,1
12390;2024-03-03;CLI-25398;Monitor LG;Periféricos;Norte;Loja Física;Pedro;São Paulo;;2;18,8;12467,58;Cancelada;3,4;10;5,7
12391;2024-12-30;CLI-93273;Mouse Logitech;Acessórios;Centro-Oeste;Loja Física;Pedro;Porto Alegre;4473,39;10;22,9;34489,84;Concluída;2,2;24;27,3
12392;27-08-2024;CLI-49240;Mouse Logitech;Periféricos;Sul;Revendedor;Carlos;Porto Alegre;6682,61;5;28,2;23990,57;Concluída;4,7;9;14,2
12393;17-01-2024;CLI-76711;Notebook Dell;Eletrônicos;Centro-Oeste;Loja Física;Maria;São Paulo;4113,88;8;5,4;31133,84;Cancelada;3,5;12;12,4
12394;inválida;CLI-89873;Teclado Mecânico;Acessórios;Nordeste;Televendas;Carlos;Porto Alegre;3968,83;5;14,5;16966,75;Concluída;2,4;10;12,7
12395;02/08/2024;CLI-75803;Mouse Logitech;Periféricos;Sudeste;Online;João;Rio de Janeiro;6594,42;1;19,2;5328,29;Concluída;4,8;18;42,6
12396;2024-09-18;CLI-30126;Notebook Dell;Acessórios;Nordeste;Online;Ana;Porto Alegre;2194,87;12.0;14,9;5603,5;Cancelada;4,8;10;22,8
12397;18-10-2024;CLI-36745;Mouse Logitech;Acessórios;Sudeste;Televendas;Maria;Curitiba;759,21;10;10,1;6825,3;Concluída;4,8;13;25,5
12398;16-12-2024;CLI-57182;Mouse Logitech;Acessórios;Sudeste;Loja Física;João;Rio de Janeiro;4794,98;5;13,6;20714,31;Cancelada;3,5;12;6,5
12399;26-07-2024;CLI-94983;Teclado Mecânico;Periféricos;Centro-Oeste;Revendedor;Carlos;São Paulo;5888,24;14;9,2;74851,31;Concluída;4,7;20;31,7
12400;2024-03-23;CLI-47092;Teclado Mecânico;Periféricos;Centro-Oeste;Televendas;Maria;São Paulo;1122,52;13;3,2;14125,79;Concluída;1,0;12;24,4
12401;09-06-2024;CLI-61235;Monitor LG;Eletrônicos;Centro-Oeste;Online;Carlos;São Paulo;4312,3;1;20,4;3432,59;Concluída;1,5;8;15,8
12402;30/09/2024;CLI-80215;Mouse Logitech;Periféricos;Nordeste;Online;João;Belo Horizonte;2289,7;1;22,3;1779,1;Concluída;2,1;1;7,8
12403;15-Jun-2024;CLI-17169;Mouse Logitech;Eletrônicos;Norte;Revendedor;Ana;São Paulo;;13;1,0;10970,77;;4,0;13;34,9
12404;04/04/2024;CLI-11954;Mouse Logitech;Acessórios;Norte;Televendas;Pedro;Belo Horizonte;3480,15;14;3,8;46870,66;Concluída;4,7;13;28,1
12405;11/01/2024;CLI-60077;Teclado Mecânico;Acessórios;Sul;Online;Pedro;Curitiba;4894,73;5;14,7;20876,02;Pendente;3,2;10;31,2
12406;27-06-2024;CLI-21724;Monitor LG;Eletrônicos;Sudeste;Revendedor;Maria;Belo Horizonte;8042,51;15;18,7;98078,41;Pendente;3,5;30;29,4
12407;01-05-2024;CLI-91608;Monitor LG;Eletrônicos;Nordeste;Televendas;Maria;São Paulo;6542,79;7;14,6;39112,8;Pendente;4,5;20;12,5
12408;2024-03-21;CLI-98849;Monitor LG;Eletrônicos;Centro-Oeste;Loja Física;Ana;Porto Alegre;230,08;dez;29,3;1138,67;Cancelada;3,2;14;26,6
12409;2024-11-19;CLI-85431;iPhone 15;Acessórios;Nordeste;Online;Maria;Rio de Janeiro;1999,16;15;15,3;78737,92;Pendente;4,2;24;42,6
12410;01-05-2024;CLI-62225;iPhone 15;Eletrônicos;Sudeste;Online;Pedro;Rio de Janeiro;828,89;4;19,4;2672,34;Cancelada;3,8;21;12,7
12411;2024-06-02;CLI-85975;iPhone 15;Eletrônicos;Norte;Online;Ana;Belo Horizonte;8441,92;4;26,9;24684,17;Pendente;4,4;30;26,7
12412;inválida;CLI-22157;Notebook Dell;Acessórios;Sul;Online;Pedro;Belo Horizonte;8166,97;15;4,8;116624,33;Cancelada;2,8;17;25,5
12413;2024-08-23;CLI-86476;Notebook Dell;Eletrônicos;Norte;Online;João;Porto Alegre;1483,4;five;27,5;7528,26;Concluída;3,5;6;8,7
12414;09/07/2024;CLI-43694;Notebook Dell;Eletrônicos;Sudeste;Televendas;João;São Paulo;2372,39;9;13,7;18426,35;Cancelada;1,7;1;44,8
12415;2024-07-31;CLI-95456;Mouse Logitech;Eletrônicos;Sul;Revendedor;Ana;Porto Alegre;3638,68;3;11,2;9693,44;Concluída;4,1;12;13,9
12416;26-12-2024;CLI-10847;Monitor LG;Periféricos;Sudeste;Online;Ana;Porto Alegre;;11;24,3;69332,27;Cancelada;3,0;19;11,1
12417;19-08-2024;CLI-73495;iPhone 15;Acessórios;Nordeste;Revendedor;João;Curitiba;1143,78;13;21,8;11627,67;Cancelada;2,4;8;32,1
12418;07-04-2024;CLI-38794;Teclado Mecânico;Periféricos;Sudeste;Revendedor;Maria;Belo Horizonte;835,94;10;22,9;6445,1;Concluída;4,9;16;19,4
12419;2024-11-20;CLI-18993;Teclado Mecânico;Periféricos;Nordeste;Revendedor;Ana;São Paulo;5632,89;13;13,3;63488,3;Concluída;2,9;19;26,4
12420;2024-12-25;CLI-38671;Monitor LG;Eletrônicos;Centro-Oeste;Televendas;João;Curitiba;8355,78;1;21,8;6534,22;Concluída;1,7;26;41,8
12421;inválida;CLI-10396;Mouse Logitech;Acessórios;Sul;Online;Pedro;Rio de Janeiro;3653,49;9;12,3;28837,0;Concluída;2,7;6;15,8
12422;21-05-2024;CLI-25413;Mouse Logitech;Eletrônicos;Centro-Oeste;Loja Física;João;Rio de Janeiro;6596,24;3;1,1;19571,04;Pendente;2,7;13;43,6
12423;06/09/2024;CLI-60241;iPhone 15;Acessórios;Norte;Revendedor;Carlos;Porto Alegre;6041,36;2;19,7;9702,42;Concluída;5,0;26;44,9
12424;2024/06/15 14:30:00;CLI-71736;Teclado Mecânico;Periféricos;Sudeste;Revendedor;Ana;Curitiba;4241,41;6;12,2;22343,75;Cancelada;1,1;24;
12425;19/12/2024;CLI-38535;Teclado Mecânico;Periféricos;Sudeste;Loja Física;João;Belo Horizonte;394,44;10;14,5;3372,46;Concluída;2,8;19;23,0
12426;15/09/2024;CLI-10247;Teclado Mecânico;Periféricos;Norte;Loja Física;Carlos;São Paulo;224,84;3;16,7;561,88;Cancelada;1,6;7;32,8
12427;25-11-2024;CLI-95947;Mouse Logitech;Acessórios;Centro-Oeste;Loja Física;Maria;Porto Alegre;8263,41;dez;4,4;71098,38;Pendente;4,6;10;8,5
12428;15-08-2024;CLI-62168;Notebook Dell;Eletrônicos;Nordeste;Online;Maria;Curitiba;2208,82;15;16,0;27831,13;Pendente;3,1;4;24,8
12429;14/11/2024;CLI-18646;Monitor LG;Eletrônicos;Nordeste;Online;Pedro;São Paulo;;9;9,6;60312,49;Cancelada;1,9;14;30,4
